loan_amount,interest_rate,grade,homeownership,debt_to_income
35000,19.03,D,OWN,21.9
22000,16.02,C,MORTGAGE,41.35
2000,11.98,B,MORTGAGE,21.33
10000,6.08,A,MORTGAGE,4.37
10000,7.96,A,RENT,28.42
10000,13.59,C,MORTGAGE,13.37
25000,30.79,G,RENT,27.78
10000,13.58,C,RENT,28.67
8000,14.08,C,RENT,30.9
20000,6.08,A,MORTGAGE,27.35
20000,7.35,A,RENT,23.24
6000,12.61,C,OWN,24.93
9000,10.42,B,RENT,12.26
15000,14.08,C,MORTGAGE,30.68
15000,9.93,B,MORTGAGE,15.23
4000,5.32,A,MORTGAGE,13.56
24000,11.99,B,RENT,6.93
28000,11.99,B,MORTGAGE,21.76
4000,10.9,B,RENT,1
14000,19.03,D,RENT,20.91
5000,26.3,E,RENT,28.44
20000,6.72,A,MORTGAGE,13.68
40000,14.08,C,OWN,15.98
7000,15.05,C,RENT,16.36
26475,16.02,C,MORTGAGE,19.29
35000,9.93,B,MORTGAGE,22.74
21000,16.02,C,RENT,31.92
12000,10.42,B,RENT,8.95
5000,15.05,C,RENT,8.96
4850,7.97,A,MORTGAGE,4.7
24000,9.43,B,RENT,19.65
20000,13.58,C,RENT,8.97
35000,15.05,C,OWN,38.93
16000,13.58,C,RENT,25.83
12000,7.34,A,MORTGAGE,25.29
14000,13.59,C,MORTGAGE,24.53
20000,11.99,B,RENT,23.81
22000,21.85,D,RENT,17.35
12000,7.35,A,RENT,9.65
18125,20,D,RENT,31.91
32000,21.45,D,MORTGAGE,19.29
30000,12.61,C,MORTGAGE,16.67
15000,12.62,C,MORTGAGE,19.97
10000,20.39,D,RENT,25.55
22000,5.32,A,MORTGAGE,22.52
25000,12.61,C,RENT,32.35
16000,5.31,A,MORTGAGE,9.99
10000,10.91,B,OWN,21.12
7200,15.05,C,MORTGAGE,40.5
25000,10.91,B,MORTGAGE,7.19
12000,17.47,D,RENT,16.13
3600,7.97,A,RENT,9.06
4800,7.35,A,RENT,10.34
5600,9.44,B,RENT,32.52
12000,14.07,C,OWN,12.29
14000,18.06,D,MORTGAGE,38.68
23000,26.77,E,MORTGAGE,36.53
13000,12.62,C,MORTGAGE,15.5
10000,7.35,A,MORTGAGE,21.26
25000,12.61,C,RENT,31.53
10000,5.32,A,MORTGAGE,5.71
4200,12.62,C,RENT,1.79
12000,9.93,B,MORTGAGE,13.73
20000,19.42,D,OWN,12.82
15000,9.92,B,MORTGAGE,22.42
15000,5.31,A,RENT,27.74
10200,10.41,B,RENT,28.19
8000,17.47,D,RENT,14.82
16000,21.45,D,RENT,25.3
6000,5.32,A,OWN,3.52
28000,7.35,A,MORTGAGE,15.46
24200,9.43,B,MORTGAGE,19.73
9600,12.62,C,RENT,14.24
11200,10.41,B,RENT,28.02
12000,10.42,B,MORTGAGE,27.83
18000,10.41,B,MORTGAGE,12.51
12000,16.01,C,MORTGAGE,24.28
12800,13.59,C,MORTGAGE,18.18
8000,14.08,C,MORTGAGE,11.65
4200,6.72,A,OWN,0.74
28000,25.82,E,OWN,22.96
20000,24.85,E,MORTGAGE,23.6
4500,7.96,A,MORTGAGE,10.9
23025,10.9,B,OWN,1.77
13000,7.34,A,MORTGAGE,8.37
3500,16.02,C,OWN,22.64
2500,10.91,B,OWN,22.08
30000,11.98,B,OWN,18.38
24000,11.99,B,MORTGAGE,16.82
24000,6.07,A,OWN,27.28
32000,15.05,C,MORTGAGE,69.44
16000,21.45,D,RENT,17.73
22000,6.08,A,OWN,8.32
2000,12.61,C,RENT,46.32
26000,10.42,B,RENT,26.72
15000,6.72,A,MORTGAGE,14.98
35000,14.08,C,RENT,9.64
5000,6.08,A,MORTGAGE,10.77
12000,7.96,A,RENT,28.4
3500,16.02,C,MORTGAGE,36.89
1600,19.03,D,RENT,11.88
32000,7.34,A,OWN,23.48
5000,7.97,A,MORTGAGE,6.76
16000,17.09,D,RENT,25.31
32000,9.93,B,MORTGAGE,44.71
26000,11.98,B,RENT,33.22
10000,9.44,B,MORTGAGE,13.09
23000,11.98,B,MORTGAGE,24.46
7000,9.93,B,RENT,30.8
6500,12.62,C,MORTGAGE,17.38
20000,15.04,C,MORTGAGE,19.22
13300,19.03,D,MORTGAGE,11.61
11525,19.03,D,MORTGAGE,35.71
18000,11.98,B,RENT,10.91
3000,10.41,B,RENT,9.89
20000,7.34,A,MORTGAGE,12.88
35000,17.09,D,RENT,2.2
15000,5.31,A,OWN,19.2
15000,6.07,A,MORTGAGE,6.79
15000,16.02,C,MORTGAGE,13.73
7000,7.34,A,RENT,24.15
3000,15.04,C,MORTGAGE,15.76
36000,11.99,B,MORTGAGE,10.66
4000,11.99,B,RENT,19.49
12000,26.3,E,OWN,12.25
22000,6.71,A,MORTGAGE,14.46
20000,13.59,C,RENT,18.86
35000,20.39,D,MORTGAGE,24.08
15000,5.31,A,RENT,25.92
6000,6.72,A,OWN,7.38
25000,19.03,D,RENT,4.74
40000,12.61,C,MORTGAGE,17.14
32000,16.02,C,MORTGAGE,13.78
30000,17.09,D,MORTGAGE,32.98
21000,20,D,RENT,3.3
20000,12.62,C,OWN,27.56
27000,15.05,C,MORTGAGE,14.62
10000,6.71,A,RENT,18.24
20000,16.02,C,MORTGAGE,19.17
6000,10.91,B,RENT,6.18
12000,7.34,A,OWN,4.94
30000,14.08,C,RENT,5.7
17500,6.72,A,RENT,34.56
40000,15.05,C,RENT,34.24
5000,7.35,A,OWN,15.94
7000,7.97,A,RENT,16.34
2000,9.43,B,MORTGAGE,22.56
20000,10.9,B,MORTGAGE,15.86
7000,6.72,A,MORTGAGE,1.88
35000,9.93,B,MORTGAGE,44.14
5000,7.34,A,OWN,8.12
12800,14.08,C,MORTGAGE,16.5
10000,19.42,D,RENT,12.58
5000,7.97,A,MORTGAGE,7.37
5000,10.9,B,OWN,7.78
4500,9.44,B,RENT,11.15
15000,10.91,B,MORTGAGE,10.59
7500,9.43,B,MORTGAGE,35.73
10000,19.42,D,OWN,17.91
19000,24.85,E,RENT,12.92
20000,12.61,C,OWN,19.54
5000,13.58,C,RENT,30.66
11000,21.45,D,RENT,42.29
3600,12.61,C,MORTGAGE,37.43
16000,13.59,C,MORTGAGE,14.59
10000,21.45,D,OWN,5.98
6000,16.02,C,OWN,3.79
15000,15.04,C,MORTGAGE,30.19
5000,10.9,B,RENT,15.91
9000,13.59,C,RENT,8.02
3500,12.62,C,MORTGAGE,68.61
3000,7.97,A,OWN,14.41
12000,12.62,C,MORTGAGE,27.26
18000,17.09,D,MORTGAGE,15.82
31200,20,D,MORTGAGE,17.41
14500,19.42,D,RENT,33.63
4000,9.44,B,MORTGAGE,13.83
5000,20.39,D,RENT,0
24000,17.09,D,MORTGAGE,23.3
30000,10.9,B,RENT,30.36
10000,16.01,C,MORTGAGE,17.54
22000,17.09,D,MORTGAGE,26.21
25000,9.93,B,OWN,11.63
10000,9.43,B,RENT,16.79
10000,6.72,A,MORTGAGE,20
19600,17.09,D,OWN,23.89
15000,15.05,C,MORTGAGE,27.04
30000,10.9,B,OWN,18.68
15000,9.93,B,RENT,7.46
18825,12.61,C,RENT,29.13
5300,9.93,B,OWN,14.67
7000,15.05,C,RENT,13.07
3600,6.72,A,MORTGAGE,29.25
4000,9.44,B,MORTGAGE,18.28
21000,25.81,E,RENT,35.27
25000,10.42,B,MORTGAGE,17.57
20000,13.59,C,RENT,25.09
14000,6.72,A,MORTGAGE,11.98
24000,10.9,B,OWN,18.41
40000,9.93,B,MORTGAGE,20.75
35000,7.96,A,MORTGAGE,26.61
15000,13.59,C,RENT,3.77
10000,10.41,B,RENT,12.19
36000,9.93,B,RENT,4.23
25000,7.97,A,MORTGAGE,20.7
6000,10.91,B,MORTGAGE,14.79
9000,9.92,B,MORTGAGE,27.6
6000,15.04,C,RENT,10.52
5000,13.58,C,MORTGAGE,18.26
7500,15.04,C,MORTGAGE,41.94
34725,7.35,A,MORTGAGE,16.58
12000,9.93,B,RENT,16.2
3000,25.82,E,RENT,23.38
15000,6.07,A,RENT,19.38
30000,14.08,C,RENT,4.09
9000,7.97,A,RENT,2.81
20000,10.91,B,MORTGAGE,19.29
10000,11.99,B,MORTGAGE,23.47
30000,6.72,A,MORTGAGE,34.26
6500,10.41,B,MORTGAGE,22.13
6000,6.71,A,RENT,5.11
20000,5.31,A,RENT,15.4
25000,10.9,B,MORTGAGE,20.52
8000,6.71,A,MORTGAGE,15.35
6025,13.59,C,MORTGAGE,16.14
20000,10.91,B,RENT,18.71
35000,13.59,C,RENT,8.74
6500,14.07,C,OWN,21.1
5000,10.42,B,MORTGAGE,3.44
12000,19.42,D,RENT,32.17
18000,16.01,C,MORTGAGE,21.62
25000,9.43,B,OWN,20.64
20000,14.07,C,OWN,18.02
12000,5.32,A,MORTGAGE,8.24
2700,6.72,A,MORTGAGE,16.65
14000,12.61,C,MORTGAGE,26.24
15000,17.09,D,MORTGAGE,45.12
40000,12.61,C,RENT,20.82
18000,14.08,C,RENT,8.76
20000,17.09,D,MORTGAGE,17.7
9500,6.72,A,MORTGAGE,20.27
32400,9.93,B,MORTGAGE,14.79
12000,10.42,B,MORTGAGE,31.3
36000,9.44,B,MORTGAGE,16.5
35925,5.32,A,MORTGAGE,24.47
12000,13.58,C,MORTGAGE,11.03
40000,6.08,A,MORTGAGE,20.66
10000,10.91,B,RENT,22.22
28000,12.61,C,MORTGAGE,20.6
30000,20.39,D,RENT,32.52
14000,12.62,C,RENT,19.09
12000,19.03,D,MORTGAGE,21.48
20000,7.35,A,RENT,1.8
40000,12.62,C,RENT,8.01
25000,6.71,A,MORTGAGE,34.51
40000,10.42,B,MORTGAGE,8.83
11000,6.07,A,RENT,16.97
16000,19.42,D,MORTGAGE,28.04
5000,7.34,A,OWN,16.27
5000,17.09,D,MORTGAGE,21.48
1500,16.01,C,MORTGAGE,43.45
9000,6.08,A,MORTGAGE,13.68
5000,7.34,A,OWN,3.18
1800,9.43,B,RENT,23.88
27900,9.93,B,OWN,8.81
24000,18.45,D,MORTGAGE,19.91
5000,10.42,B,RENT,27.84
28000,15.05,C,OWN,25.07
12000,6.08,A,MORTGAGE,6.72
5000,10.42,B,RENT,4.87
12200,21.85,D,MORTGAGE,11.83
23800,15.05,C,OWN,33.06
40000,13.59,C,MORTGAGE,20.55
25000,5.31,A,MORTGAGE,10.29
6000,10.41,B,OWN,6.31
12000,9.44,B,RENT,16.57
35000,26.77,E,MORTGAGE,28.01
6000,10.91,B,MORTGAGE,9.84
20000,23.87,E,MORTGAGE,24.21
4200,11.99,B,MORTGAGE,5.41
15000,6.07,A,MORTGAGE,11.14
20000,14.08,C,MORTGAGE,0.95
15000,9.43,B,MORTGAGE,28.46
4500,18.45,D,MORTGAGE,NA
10000,10.91,B,RENT,18.77
5000,16.02,C,MORTGAGE,18.43
25000,9.43,B,MORTGAGE,7.27
35000,10.9,B,MORTGAGE,17.89
5500,17.09,D,MORTGAGE,16.89
12000,19.03,D,RENT,6.71
15000,10.91,B,RENT,16.46
3600,6.72,A,MORTGAGE,22.68
10000,5.32,A,RENT,23.09
6000,6.72,A,OWN,11.06
20000,12.62,C,MORTGAGE,18.08
10000,11.99,B,RENT,20.66
15000,24.85,E,OWN,6.73
13000,10.42,B,RENT,24.6
6000,10.91,B,RENT,21.47
8500,9.93,B,RENT,32.3
24000,19.03,D,RENT,21.22
5000,6.08,A,MORTGAGE,27.69
12800,14.08,C,MORTGAGE,5.54
12600,12.61,C,RENT,32.74
35000,6.08,A,OWN,0
22400,17.09,D,OWN,25.78
16000,16.01,C,MORTGAGE,13.17
31500,10.91,B,RENT,8.5
4000,14.08,C,RENT,33.41
16000,18.06,D,MORTGAGE,18.05
8500,15.04,C,RENT,8.62
11000,15.04,C,MORTGAGE,3.44
6500,10.91,B,RENT,18.09
8000,10.91,B,OWN,5.57
20000,19.03,D,MORTGAGE,20.5
35000,17.09,D,OWN,11.99
36000,9.93,B,MORTGAGE,30.45
25000,10.9,B,MORTGAGE,26.24
2500,10.9,B,RENT,19.07
26000,6.72,A,RENT,19.48
15000,17.09,D,RENT,14.14
23000,16.02,C,MORTGAGE,39.64
19200,13.58,C,MORTGAGE,18.57
15000,11.99,B,OWN,10.87
3400,9.92,B,RENT,5.21
34100,6.72,A,MORTGAGE,3.21
35000,12.62,C,MORTGAGE,8.24
30000,11.98,B,MORTGAGE,26.27
3625,5.32,A,MORTGAGE,8.04
15000,10.9,B,RENT,26.39
28525,21.45,D,OWN,13.73
3500,16.02,C,OWN,32.37
40000,6.07,A,MORTGAGE,4.43
20000,7.35,A,RENT,10.1
14000,10.91,B,OWN,28.38
20000,6.72,A,MORTGAGE,22.38
10000,7.97,A,MORTGAGE,4.95
10000,10.41,B,OWN,31.32
16000,17.47,D,RENT,14.19
16350,16.02,C,RENT,37.67
15000,9.93,B,RENT,9.96
10000,16.01,C,RENT,8.25
16000,16.02,C,MORTGAGE,31.22
15000,12.61,C,RENT,42.74
12000,7.35,A,RENT,24.08
21150,25.81,E,MORTGAGE,21.47
22500,5.31,A,RENT,18.8
14000,14.08,C,RENT,26.82
23000,7.35,A,RENT,19.13
30000,19.03,D,RENT,5.07
15000,13.58,C,RENT,20.62
7200,16.02,C,RENT,29.16
10000,13.59,C,RENT,29.24
12000,6.08,A,MORTGAGE,37.14
20000,14.08,C,MORTGAGE,9.28
25000,12.61,C,MORTGAGE,16.07
9500,5.32,A,OWN,5.26
5000,10.91,B,MORTGAGE,21.58
12000,14.08,C,MORTGAGE,22.66
18000,12.62,C,MORTGAGE,16.62
21000,15.05,C,MORTGAGE,15.02
16000,11.99,B,MORTGAGE,22.23
5600,19.03,D,MORTGAGE,12.95
14775,10.91,B,RENT,12.6
15000,13.59,C,RENT,25.56
10000,19.03,D,RENT,31.26
25000,16.01,C,OWN,4.39
20000,11.99,B,OWN,18.73
15000,7.35,A,MORTGAGE,24.44
10000,10.42,B,RENT,7.44
10000,16.02,C,OWN,7.38
8000,9.43,B,OWN,18.33
11200,9.93,B,MORTGAGE,12.52
20000,9.43,B,MORTGAGE,10.38
10000,11.99,B,RENT,14.73
1500,12.61,C,RENT,5.48
15000,5.31,A,RENT,11.04
14400,18.06,D,MORTGAGE,24.55
17000,24.85,E,MORTGAGE,27.1
35000,14.08,C,RENT,0.5
20000,21.45,D,OWN,25.6
27850,15.05,C,MORTGAGE,18.77
20000,16.01,C,MORTGAGE,17.51
32000,6.07,A,MORTGAGE,11.59
32200,19.42,D,RENT,14.33
7200,7.34,A,MORTGAGE,55.11
15000,6.08,A,MORTGAGE,10.35
20000,16.01,C,MORTGAGE,10.9
12000,10.9,B,RENT,19.52
8000,16.01,C,OWN,24.98
15000,9.44,B,RENT,6.44
10000,19.03,D,RENT,34.72
12050,13.59,C,MORTGAGE,64.51
30000,17.47,D,RENT,22.94
30000,19.03,D,RENT,18.92
10000,14.07,C,RENT,20.53
11000,16.01,C,MORTGAGE,23.77
10000,10.9,B,RENT,6.31
7200,15.05,C,MORTGAGE,17.71
2000,13.59,C,MORTGAGE,10.14
40000,9.44,B,MORTGAGE,10.11
15000,9.44,B,MORTGAGE,0.43
28000,5.32,A,MORTGAGE,23.06
6000,5.31,A,OWN,16.43
11200,9.92,B,MORTGAGE,13.87
15000,12.62,C,MORTGAGE,10.57
7200,12.61,C,RENT,31.42
35000,6.08,A,OWN,18.41
40000,15.05,C,MORTGAGE,5.22
17000,6.71,A,OWN,11.6
2000,19.03,D,MORTGAGE,25.38
10000,10.42,B,RENT,21.5
30000,11.99,B,MORTGAGE,6.83
30600,18.06,D,MORTGAGE,28.98
6000,7.34,A,OWN,12.66
40000,7.34,A,MORTGAGE,100.72
4000,10.91,B,MORTGAGE,28.64
9200,6.71,A,MORTGAGE,18.26
8675,15.05,C,RENT,14.51
20000,6.71,A,OWN,15
4000,6.07,A,MORTGAGE,6.68
10000,9.92,B,MORTGAGE,40.64
12000,18.45,D,OWN,12.96
4000,7.35,A,MORTGAGE,10.97
5000,7.97,A,RENT,10.11
25000,9.44,B,MORTGAGE,16.26
10200,13.59,C,RENT,10.13
21600,18.45,D,OWN,26.17
12000,12.62,C,MORTGAGE,15.96
12000,15.04,C,OWN,13.68
27225,10.91,B,MORTGAGE,18.56
35000,17.09,D,MORTGAGE,33.44
6500,6.72,A,RENT,7.48
10000,21.85,D,RENT,16.91
30000,15.05,C,RENT,26.1
6000,19.03,D,MORTGAGE,15.91
3000,6.08,A,RENT,1.97
23000,18.06,D,MORTGAGE,24.37
12000,9.92,B,OWN,25.4
7000,6.07,A,OWN,3.85
6000,18.45,D,RENT,21.34
25600,12.62,C,MORTGAGE,12.25
33500,7.35,A,MORTGAGE,16.91
12000,6.07,A,RENT,9.66
20400,14.08,C,MORTGAGE,22.05
35000,13.58,C,MORTGAGE,12.74
29000,12.62,C,OWN,26.22
6400,10.42,B,RENT,15.93
10000,10.91,B,OWN,10.11
15000,7.35,A,MORTGAGE,8.46
12000,11.99,B,RENT,20.41
16000,9.43,B,MORTGAGE,3.13
34000,16.02,C,MORTGAGE,36.29
14000,12.62,C,MORTGAGE,14.2
10000,16.02,C,RENT,19.18
12000,16.01,C,MORTGAGE,25.28
17000,5.31,A,MORTGAGE,16.13
17500,7.35,A,MORTGAGE,12.28
12000,9.93,B,MORTGAGE,23.37
19000,14.08,C,MORTGAGE,22.96
12000,12.61,C,RENT,24.86
18000,15.05,C,MORTGAGE,29.46
18000,12.62,C,MORTGAGE,18.76
16000,14.08,C,RENT,4.75
11000,6.71,A,MORTGAGE,23.94
6000,6.72,A,MORTGAGE,2.1
7000,12.61,C,RENT,7.16
9600,9.43,B,OWN,14.87
30000,15.05,C,RENT,28.27
20000,9.92,B,MORTGAGE,19.89
8000,16.02,C,MORTGAGE,20.64
23000,13.59,C,MORTGAGE,7.7
15675,10.91,B,RENT,16.3
30000,9.43,B,RENT,6.58
8400,18.45,D,MORTGAGE,21.05
2400,9.44,B,RENT,6.31
10000,6.08,A,RENT,18.92
10500,15.05,C,RENT,24.2
28000,9.93,B,MORTGAGE,12.4
30000,19.03,D,RENT,21.79
6400,14.08,C,RENT,8.45
22000,18.06,D,RENT,37.33
17000,5.32,A,MORTGAGE,22.88
35000,6.08,A,MORTGAGE,12.09
10000,5.32,A,RENT,10.95
5000,7.97,A,MORTGAGE,7.5
21000,7.35,A,OWN,15.09
3000,7.34,A,RENT,4.4
15000,11.99,B,MORTGAGE,20.45
40000,7.97,A,RENT,14.46
5000,14.08,C,RENT,12.6
20000,10.42,B,RENT,17.86
6500,7.35,A,MORTGAGE,6.03
3600,14.08,C,MORTGAGE,15.47
10000,26.3,E,RENT,8.86
12000,6.71,A,MORTGAGE,6.04
11000,9.43,B,MORTGAGE,22.83
20000,11.98,B,MORTGAGE,24.06
40000,9.43,B,RENT,19.15
25000,10.9,B,RENT,19.78
12000,12.62,C,MORTGAGE,28.73
23650,5.32,A,MORTGAGE,17.56
28000,21.85,D,MORTGAGE,38.73
16000,9.43,B,OWN,15.69
18000,9.44,B,RENT,16.37
34750,6.72,A,MORTGAGE,23.98
13000,9.44,B,RENT,31.03
5000,16.02,C,RENT,23.24
21000,6.71,A,OWN,12.87
12000,13.59,C,MORTGAGE,36.07
5000,12.61,C,RENT,22.74
15000,19.03,D,RENT,13.07
28000,13.59,C,MORTGAGE,28.49
4000,16.02,C,RENT,34.8
16000,26.3,E,MORTGAGE,41.07
5000,10.91,B,RENT,29.32
6000,6.08,A,MORTGAGE,1.76
12000,12.61,C,MORTGAGE,15.28
16000,9.44,B,MORTGAGE,20.18
16000,7.97,A,RENT,8.79
24000,10.91,B,OWN,1.3
16000,21.45,D,MORTGAGE,20.65
40000,11.98,B,MORTGAGE,33.45
20300,30.79,G,OWN,21.66
7500,6.07,A,MORTGAGE,15.91
8400,7.97,A,RENT,26.01
40000,7.35,A,MORTGAGE,0.53
17000,10.42,B,MORTGAGE,15.22
28250,18.45,D,OWN,15.25
8400,7.97,A,MORTGAGE,17.27
15000,12.61,C,MORTGAGE,23.21
20000,10.91,B,OWN,47.36
20000,9.92,B,RENT,24.68
40000,9.93,B,MORTGAGE,29.79
22725,11.98,B,MORTGAGE,5.22
10000,9.43,B,RENT,9.44
5000,10.9,B,RENT,17.3
15000,14.08,C,RENT,14.7
10500,10.41,B,RENT,34.73
4000,15.05,C,RENT,4.13
2000,9.93,B,RENT,15.86
10000,15.05,C,OWN,18.96
20000,7.34,A,MORTGAGE,9.57
10000,15.04,C,RENT,18.69
12000,14.08,C,MORTGAGE,2.99
18000,20,D,RENT,8.45
10000,14.08,C,MORTGAGE,29.65
16525,12.61,C,MORTGAGE,22.06
18000,11.99,B,MORTGAGE,20.24
11000,16.01,C,RENT,14.49
14000,16.01,C,OWN,21.26
1500,11.98,B,RENT,25.92
14000,10.41,B,RENT,4.71
13100,18.06,D,OWN,36.71
20000,11.99,B,RENT,17.44
5000,10.9,B,MORTGAGE,2.21
16000,11.99,B,MORTGAGE,13.23
6000,22.91,E,RENT,11.29
18000,17.09,D,MORTGAGE,25.6
7000,14.08,C,MORTGAGE,18.11
35000,10.41,B,MORTGAGE,5.21
19000,6.07,A,OWN,23.47
16000,15.05,C,MORTGAGE,8.83
15000,18.06,D,RENT,30.51
6500,10.42,B,MORTGAGE,16.77
24000,13.59,C,MORTGAGE,19.15
40000,5.32,A,RENT,14.83
4000,6.72,A,RENT,31.43
4500,10.42,B,RENT,19.17
30000,19.03,D,OWN,33.78
10000,9.43,B,RENT,10.53
5000,7.34,A,RENT,20.99
10000,21.85,D,RENT,20.4
5000,14.08,C,RENT,20.25
8200,20.39,D,OWN,37.61
30000,14.08,C,MORTGAGE,13.89
20000,7.96,A,RENT,5.46
10400,15.04,C,OWN,14
12150,15.04,C,MORTGAGE,21.71
5000,6.72,A,MORTGAGE,23.4
24000,10.42,B,MORTGAGE,12.68
31000,12.62,C,MORTGAGE,14.68
10000,18.06,D,MORTGAGE,11.37
2400,7.34,A,RENT,7.07
24000,21.45,D,MORTGAGE,18.65
40000,12.61,C,RENT,10.31
10000,9.92,B,RENT,33.39
12600,5.32,A,MORTGAGE,13.91
20000,19.03,D,OWN,20.75
10000,10.42,B,MORTGAGE,25.07
15000,9.93,B,MORTGAGE,13.89
28000,16.02,C,RENT,17
21275,16.02,C,MORTGAGE,8.43
6800,18.06,D,RENT,9.27
40000,5.32,A,MORTGAGE,7
5000,7.97,A,OWN,31.73
20000,21.45,D,MORTGAGE,36.53
7500,6.71,A,RENT,4.55
5000,16.01,C,RENT,7.96
3000,13.59,C,OWN,20.4
3200,6.08,A,OWN,6.59
25000,10.9,B,RENT,28.56
1500,13.59,C,RENT,21.14
10000,11.98,B,RENT,11.21
30000,11.98,B,MORTGAGE,17.47
21000,10.9,B,MORTGAGE,7.02
10000,5.32,A,OWN,17.23
32000,18.45,D,RENT,7.06
16000,16.02,C,MORTGAGE,30.6
18000,19.03,D,OWN,23.38
12000,13.59,C,RENT,22.37
3500,5.31,A,RENT,5.04
3000,11.98,B,RENT,2.43
5000,18.45,D,RENT,29.97
10000,16.02,C,MORTGAGE,28.91
32000,12.62,C,RENT,4.57
20000,9.93,B,MORTGAGE,6.03
12000,10.91,B,RENT,3.1
6000,10.91,B,RENT,15.88
9500,7.35,A,RENT,16.86
15000,11.99,B,RENT,13.81
20000,25.82,E,MORTGAGE,3.49
9600,7.97,A,OWN,13.14
10000,14.08,C,MORTGAGE,19.67
20000,9.44,B,RENT,18.6
6000,15.05,C,RENT,13.66
18000,13.59,C,RENT,29.27
40000,11.98,B,MORTGAGE,19.77
35000,13.58,C,RENT,20.45
12000,6.72,A,RENT,10.66
15000,13.59,C,RENT,0.35
35000,7.34,A,OWN,19.24
24000,9.93,B,MORTGAGE,7.38
16000,10.9,B,RENT,16.06
6000,10.41,B,RENT,16.26
20000,6.08,A,MORTGAGE,5.8
7200,14.07,C,RENT,17.1
20000,6.72,A,MORTGAGE,8.88
25000,10.42,B,OWN,17.64
3200,10.42,B,RENT,21.49
16000,14.08,C,MORTGAGE,17.11
15000,6.71,A,MORTGAGE,5.23
10000,21.45,D,MORTGAGE,12.29
20000,20,D,MORTGAGE,46.57
5000,17.47,D,RENT,27.2
7000,6.08,A,RENT,18.32
7200,5.32,A,RENT,25.27
7000,19.03,D,RENT,29.6
30000,17.09,D,MORTGAGE,10.8
11000,10.42,B,MORTGAGE,19.1
15000,9.93,B,MORTGAGE,23.03
18000,18.06,D,RENT,24.38
40000,10.91,B,MORTGAGE,0.06
35000,6.71,A,MORTGAGE,8.15
40000,11.98,B,RENT,4.77
12000,11.99,B,MORTGAGE,10.92
25700,18.06,D,OWN,23.82
19000,21.85,D,OWN,26.53
30000,25.81,E,OWN,50.32
20000,9.93,B,MORTGAGE,28.26
5000,10.9,B,OWN,33.6
14000,5.32,A,RENT,31.44
35000,24.85,E,MORTGAGE,31.48
10000,20.39,D,MORTGAGE,31.91
10000,9.44,B,RENT,11.58
10000,7.34,A,MORTGAGE,9.6
16000,7.96,A,OWN,16.11
35000,19.42,D,RENT,13.42
20000,13.58,C,MORTGAGE,18.93
13000,6.07,A,MORTGAGE,32.68
25000,6.08,A,MORTGAGE,23.82
16800,9.44,B,MORTGAGE,42.86
10000,6.08,A,MORTGAGE,2.34
17000,6.72,A,MORTGAGE,24.39
25000,7.35,A,RENT,24.46
15000,6.71,A,MORTGAGE,26.73
35000,19.42,D,OWN,6.89
30000,24.84,E,OWN,31.07
3000,18.06,D,MORTGAGE,13.53
6500,12.61,C,RENT,27.58
19000,14.08,C,MORTGAGE,18.96
20000,10.42,B,RENT,19.97
3000,9.92,B,RENT,31.35
5000,16.02,C,RENT,38.79
20000,6.07,A,MORTGAGE,12
21700,18.06,D,MORTGAGE,53.41
19675,24.84,E,MORTGAGE,36.6
10000,7.34,A,MORTGAGE,18.19
25000,19.03,D,MORTGAGE,14.18
5000,13.59,C,RENT,18.86
15000,11.99,B,RENT,12.83
12000,12.62,C,RENT,25.87
10000,6.07,A,MORTGAGE,36.76
2000,9.92,B,MORTGAGE,2.56
25000,9.43,B,MORTGAGE,11.96
2800,10.91,B,RENT,24.64
17600,9.93,B,RENT,27.42
6000,11.99,B,RENT,8.79
5000,9.93,B,RENT,14.6
32000,15.05,C,RENT,13.26
6000,6.08,A,MORTGAGE,3.63
5000,14.07,C,MORTGAGE,26.36
5600,14.08,C,MORTGAGE,32.7
10000,7.35,A,RENT,14.16
19200,6.08,A,RENT,4.47
7000,16.02,C,OWN,19.7
21700,9.43,B,OWN,19.39
1200,10.9,B,RENT,13.2
3200,10.91,B,OWN,3.99
35000,9.93,B,MORTGAGE,10.79
6500,7.96,A,RENT,1.92
15000,10.9,B,MORTGAGE,29.91
3000,12.62,C,RENT,11.37
11000,12.62,C,RENT,27.43
20000,17.47,D,MORTGAGE,9.25
6600,19.03,D,MORTGAGE,18.68
18000,14.08,C,RENT,7.25
40000,6.72,A,RENT,0.31
11200,9.93,B,RENT,29.89
10000,6.08,A,MORTGAGE,4.83
30675,5.32,A,MORTGAGE,12.7
30000,9.43,B,RENT,14.24
18000,11.99,B,OWN,36.96
10000,13.58,C,MORTGAGE,11.33
5600,11.99,B,MORTGAGE,11.56
3500,6.72,A,RENT,25.4
24000,11.99,B,MORTGAGE,15.07
3000,9.43,B,RENT,10.38
14000,5.31,A,MORTGAGE,23.43
10000,13.59,C,RENT,5.2
16200,10.42,B,MORTGAGE,31.42
5000,18.45,D,RENT,18.9
32000,6.72,A,MORTGAGE,7.85
40000,15.04,C,MORTGAGE,170.4
12000,14.07,C,MORTGAGE,23.91
10000,22.91,E,RENT,24.22
10000,16.02,C,MORTGAGE,21.59
35000,16.01,C,MORTGAGE,35
18000,6.72,A,MORTGAGE,16.61
12000,10.9,B,OWN,21.42
14000,10.42,B,RENT,7.14
11000,11.99,B,RENT,34.63
